,city,st_short,st_long,county,city_alias
52946,Edroy,TX,Texas,SAN PATRICIO,Edroy
52947,Encino,TX,Texas,BROOKS,Encino
52948,Encino,TX,Texas,BROOKS,Kelsay
52949,Encino,TX,Texas,BROOKS,Rachal
52950,Falfurrias,TX,Texas,BROOKS,Flowella
52951,Falfurrias,TX,Texas,BROOKS,Falfurrias
52952,Freer,TX,Texas,DUVAL,Seven Sisters
52953,Freer,TX,Texas,DUVAL,Freer
52954,Fulton,TX,Texas,ARANSAS,Fulton
52955,Fulton,TX,Texas,ARANSAS,Fulton Beach
52956,Gregory,TX,Texas,SAN PATRICIO,Gregory
52957,Guerra,TX,Texas,JIM HOGG,Guerra
52958,Hebbronville,TX,Texas,JIM HOGG,Agua Nueva
52959,Hebbronville,TX,Texas,JIM HOGG,Bustamante
52960,Hebbronville,TX,Texas,JIM HOGG,Escobas
52961,Hebbronville,TX,Texas,JIM HOGG,Viboras
52962,Hebbronville,TX,Texas,JIM HOGG,Hebbronville
52963,Ingleside,TX,Texas,SAN PATRICIO,Ingleside On The Bay
52964,Ingleside,TX,Texas,SAN PATRICIO,Ingleside
52965,Kingsville,TX,Texas,KLEBERG,Ricardo
52966,Kingsville,TX,Texas,KLEBERG,Kingsville Naval Air Station
52967,Kingsville,TX,Texas,KLEBERG,Kingsville
52968,Kingsville,TX,Texas,KLEBERG,Kingsvl Naval
52969,Kingsville,TX,Texas,KLEBERG,Kingsvlle Nas
52970,Mathis,TX,Texas,SAN PATRICIO,San Patricio
52971,Mathis,TX,Texas,SAN PATRICIO,Mathis
52972,Mathis,TX,Texas,SAN PATRICIO,Hubert
52973,Mathis,TX,Texas,SAN PATRICIO,Argenta
52974,Mathis,TX,Texas,SAN PATRICIO,Swinney Swtch
52975,Mathis,TX,Texas,SAN PATRICIO,Swinney Switch
52976,Mathis,TX,Texas,SAN PATRICIO,Lake City
52977,Mirando City,TX,Texas,WEBB,Ojuelas
52978,Mirando City,TX,Texas,WEBB,Aguilares
52979,Mirando City,TX,Texas,WEBB,Mirando City
52980,Odem,TX,Texas,SAN PATRICIO,Odem
52981,Oilton,TX,Texas,WEBB,Oilton
52982,Orange Grove,TX,Texas,JIM WELLS,Orange Grove
52983,Port Aransas,TX,Texas,NUECES,Port Aransas
52984,Portland,TX,Texas,SAN PATRICIO,Portland
52985,Premont,TX,Texas,JIM WELLS,Premont
52986,Realitos,TX,Texas,DUVAL,Realitos
52987,Realitos,TX,Texas,DUVAL,Ramirez
52988,Realitos,TX,Texas,DUVAL,Sejita
52989,Refugio,TX,Texas,REFUGIO,Refugio
52990,Riviera,TX,Texas,KLEBERG,Loyola Beach
52991,Riviera,TX,Texas,KLEBERG,Vattmanville
52992,Riviera,TX,Texas,KLEBERG,Riviera Beach
52993,Riviera,TX,Texas,KLEBERG,Riviera
52994,Robstown,TX,Texas,NUECES,Bluntzer
52995,Robstown,TX,Texas,NUECES,Robstown
52996,Robstown,TX,Texas,NUECES,Rabb
52997,Robstown,TX,Texas,NUECES,South San Pedro
52998,Robstown,TX,Texas,NUECES,Violet
52999,Robstown,TX,Texas,NUECES,Petronila
53000,Robstown,TX,Texas,NUECES,San Pedro
53001,Rockport,TX,Texas,ARANSAS,Rockport
53002,Rockport,TX,Texas,ARANSAS,Estes
53003,Rockport,TX,Texas,ARANSAS,Copano Village
53004,Rockport,TX,Texas,ARANSAS,Lamar
53005,Sandia,TX,Texas,JIM WELLS,Sandia
53006,Sandia,TX,Texas,JIM WELLS,Pernitas Point
53007,San Diego,TX,Texas,DUVAL,San Diego
53008,San Diego,TX,Texas,DUVAL,Rosita
53009,Sarita,TX,Texas,KENEDY,Sarita
53010,Sinton,TX,Texas,SAN PATRICIO,Sodville
53011,Sinton,TX,Texas,SAN PATRICIO,Papalote
53012,Sinton,TX,Texas,SAN PATRICIO,Sinton
53013,Skidmore,TX,Texas,BEE,Olmos
53014,Skidmore,TX,Texas,BEE,Skidmore
53015,Taft,TX,Texas,SAN PATRICIO,Taft
53016,Tynan,TX,Texas,BEE,Tynan
53017,Woodsboro,TX,Texas,REFUGIO,Woodsboro
53018,Woodsboro,TX,Texas,REFUGIO,Bonnie View
53019,Corpus Christi,TX,Texas,NUECES,Corpus Christi
53020,Corpus Christi,TX,Texas,NUECES,Crp Christi
53021,CC,TX,Texas,NUECES,Cc
53022,Corpus Christi,TX,Texas,NUECES,Padre Island National Seasho
53023,Corpus Christi,TX,Texas,NUECES,Corpus Christi Naval Air Sta
53024,Corpus Christi,TX,Texas,NUECES,Corpus Christi Army Depot
53025,Mcallen,TX,Texas,HIDALGO,Mc Allen
53026,Mcallen,TX,Texas,HIDALGO,Mcallen
53027,Mcallen,TX,Texas,HIDALGO,Mccoll
53028,Mcallen,TX,Texas,HIDALGO,Kane
53029,Mcallen,TX,Texas,HIDALGO,Bonner
53030,Alamo,TX,Texas,HIDALGO,Alamo
53031,Alamo,TX,Texas,HIDALGO,Campo Alto
53032,Alamo,TX,Texas,HIDALGO,El Gato
53033,Brownsville,TX,Texas,CAMERON,Palo Alto Battlefield Nation
53034,Brownsville,TX,Texas,CAMERON,Villa Nueva
53035,Brownsville,TX,Texas,CAMERON,Bville
53036,Brownsville,TX,Texas,CAMERON,Keller Corner
53037,Brownsville,TX,Texas,CAMERON,Palm Village
53038,Brownsville,TX,Texas,CAMERON,Portway Acres
53039,Brownsville,TX,Texas,CAMERON,Boca Chica
53040,Brownsville,TX,Texas,CAMERON,Kennedy Shores
53041,Brownsville,TX,Texas,CAMERON,Acacia Lake
53042,Brownsville,TX,Texas,CAMERON,El Jardin
53043,Brownsville,TX,Texas,CAMERON,Brownsville
53044,Brownsville,TX,Texas,CAMERON,Villa Cavazos
53045,Combes,TX,Texas,CAMERON,Combes
53046,Combes,TX,Texas,CAMERON,Comby
53047,Delmita,TX,Texas,STARR,El Centro
53048,Delmita,TX,Texas,STARR,La Reforma
53049,Delmita,TX,Texas,STARR,Delmita
53050,Donna,TX,Texas,HIDALGO,La Tijera
53051,Donna,TX,Texas,HIDALGO,Donna
53052,Edcouch,TX,Texas,HIDALGO,Monte Alto
53053,Edcouch,TX,Texas,HIDALGO,Edcouch
53054,Edinburg,TX,Texas,HIDALGO,San Juan Community
53055,Edinburg,TX,Texas,HIDALGO,Red Gate
53056,Edinburg,TX,Texas,HIDALGO,Faysville
53057,Edinburg,TX,Texas,HIDALGO,Lull
53058,Edinburg,TX,Texas,HIDALGO,San Carlos
53059,Edinburg,TX,Texas,HIDALGO,Edinburg
53060,Elsa,TX,Texas,HIDALGO,Elsa
53061,Elsa,TX,Texas,HIDALGO,Engelman
53062,Falcon Heights,TX,Texas,STARR,Falcon Village
53063,Falcon Heights,TX,Texas,STARR,Falcon Heights
53064,Falcon Heights,TX,Texas,STARR,Falcon Hts
53065,Garciasville,TX,Texas,STARR,Garciasville
53066,Grulla,TX,Texas,STARR,La Grulla
53067,Grulla,TX,Texas,STARR,Grulla
53068,Hargill,TX,Texas,HIDALGO,Hargill
53069,Harlingen,TX,Texas,CAMERON,Arroyo
53070,Harlingen,TX,Texas,CAMERON,Primera
53071,Harlingen,TX,Texas,CAMERON,Hgn
53072,Harlingen,TX,Texas,CAMERON,Stuart Place
53073,Harlingen,TX,Texas,CAMERON,Adams Gardens
53074,Harlingen,TX,Texas,CAMERON,Kayare
53075,Harlingen,TX,Texas,CAMERON,Avondale
53076,Harlingen,TX,Texas,CAMERON,Harlingen
53077,Harlingen,TX,Texas,CAMERON,Palm Valley
53078,Hidalgo,TX,Texas,HIDALGO,Hidalgo
53079,La Blanca,TX,Texas,HIDALGO,La Blanca
53080,La Feria,TX,Texas,CAMERON,La Feria
53081,La Feria,TX,Texas,CAMERON,Lafkin
53082,La Joya,TX,Texas,HIDALGO,La Joya
53083,Lasara,TX,Texas,WILLACY,Lasara
53084,La Villa,TX,Texas,HIDALGO,La Villa
53085,Linn,TX,Texas,HIDALGO,Puerto Rico
53086,Linn,TX,Texas,HIDALGO,Linn
53087,Lopeno,TX,Texas,ZAPATA,Lopeno
53088,Lopeno,TX,Texas,ZAPATA,Falcon
53089,Los Ebanos,TX,Texas,HIDALGO,Curvitas
53090,Los Ebanos,TX,Texas,HIDALGO,Los Ebanos
53091,Los Fresnos,TX,Texas,CAMERON,Los Fresnos
53092,Los Fresnos,TX,Texas,CAMERON,Bayview
53093,Los Fresnos,TX,Texas,CAMERON,Indian Lake
53094,Los Indios,TX,Texas,CAMERON,Los Indios
53095,Lozano,TX,Texas,CAMERON,Lozano
53096,Lyford,TX,Texas,WILLACY,Stockholm
53097,Lyford,TX,Texas,WILLACY,Lyford
53098,Lyford,TX,Texas,WILLACY,Los Coyotes
53099,Mercedes,TX,Texas,HIDALGO,Rio Rico
53100,Mercedes,TX,Texas,HIDALGO,Thayer
53101,Mercedes,TX,Texas,HIDALGO,Mercedes
53102,Mercedes,TX,Texas,HIDALGO,Relampago
53103,Mercedes,TX,Texas,HIDALGO,Heidelberg
53104,Mission,TX,Texas,HIDALGO,Havana
53105,Mission,TX,Texas,HIDALGO,Palmview
53106,Mission,TX,Texas,HIDALGO,Sharyland
53107,Mission,TX,Texas,HIDALGO,Mission
53108,Mission,TX,Texas,HIDALGO,Abram
53109,Mission,TX,Texas,HIDALGO,Chihuahua
53110,Mission,TX,Texas,HIDALGO,Granjeno
53111,Mission,TX,Texas,HIDALGO,Palmhurst
53112,Mission,TX,Texas,HIDALGO,Citrus City
53113,Mission,TX,Texas,HIDALGO,Madero
53114,Mission,TX,Texas,HIDALGO,Perezville
53115,Mission,TX,Texas,HIDALGO,Alton
53116,Olmito,TX,Texas,CAMERON,Olmito
53117,Olmito,TX,Texas,CAMERON,Rancho Viejo
53118,Penitas,TX,Texas,HIDALGO,Penitas
53119,Pharr,TX,Texas,HIDALGO,Pharr
53120,Pharr,TX,Texas,HIDALGO,Las Milpas
53121,Port Isabel,TX,Texas,CAMERON,Laguna Vista
53122,Port Isabel,TX,Texas,CAMERON,Bahia Mar
53123,Port Isabel,TX,Texas,CAMERON,Port Isabel
53124,Port Isabel,TX,Texas,CAMERON,Laguna Hts
53125,Port Isabel,TX,Texas,CAMERON,Isabel
53126,Port Isabel,TX,Texas,CAMERON,Pt Isabel
53127,Port Isabel,TX,Texas,CAMERON,Laguna Heights
53128,Progreso,TX,Texas,HIDALGO,Progreso
53129,Raymondville,TX,Texas,WILLACY,Raymondville
53130,Raymondville,TX,Texas,WILLACY,Willamar
53131,Raymondville,TX,Texas,WILLACY,Santa Monica
53132,Raymondville,TX,Texas,WILLACY,Porfirio
53133,Rio Grande City,TX,Texas,STARR,El Sauz
53134,Rio Grande City,TX,Texas,STARR,Escobares
53135,Rio Grande City,TX,Texas,STARR,Fort Ringgold
53136,Rio Grande City,TX,Texas,STARR,Santa Catarina
53137,Rio Grande City,TX,Texas,STARR,Rincon
53138,Rio Grande City,TX,Texas,STARR,Rio Grande
53139,Rio Grande City,TX,Texas,STARR,Villareales
53140,Rio Grande City,TX,Texas,STARR,Garceno
53141,Rio Grande City,TX,Texas,STARR,La Casita
53142,Rio Grande City,TX,Texas,STARR,Rio Grande Cy
53143,Rio Grande City,TX,Texas,STARR,Rio Grande City
53144,Rio Grande City,TX,Texas,STARR,Santa Cruz
53145,Rio Hondo,TX,Texas,CAMERON,Rio Hondo
53146,Roma,TX,Texas,STARR,Los Saenz
53147,Roma,TX,Texas,STARR,Fronton
53148,Roma,TX,Texas,STARR,Roma
53149,Roma,TX,Texas,STARR,Falcon
53150,Salineno,TX,Texas,STARR,Salineno
53151,San Benito,TX,Texas,CAMERON,Laureles
53152,San Benito,TX,Texas,CAMERON,Rangerville
53153,San Benito,TX,Texas,CAMERON,Yescas
53154,San Benito,TX,Texas,CAMERON,Carricitos
53155,San Benito,TX,Texas,CAMERON,Ranchito
53156,San Benito,TX,Texas,CAMERON,San Benito
53157,San Benito,TX,Texas,CAMERON,Los Cuates
53158,San Benito,TX,Texas,CAMERON,Landrum
53159,San Benito,TX,Texas,CAMERON,La Paloma
53160,San Benito,TX,Texas,CAMERON,Las Rusias
53161,San Benito,TX,Texas,CAMERON,Colaboz
53162,San Isidro,TX,Texas,STARR,San Isidro
53163,San Juan,TX,Texas,HIDALGO,Lopezville
53164,San Juan,TX,Texas,HIDALGO,San Juan
53165,San Perlita,TX,Texas,WILLACY,San Perlita
53166,Santa Elena,TX,Texas,STARR,La Gloria
53167,Santa Elena,TX,Texas,STARR,Santa Elena
53168,Santa Maria,TX,Texas,CAMERON,Bluetown
53169,Santa Maria,TX,Texas,CAMERON,Santa Maria
53170,Santa Rosa,TX,Texas,CAMERON,Rogerslacy
53171,Santa Rosa,TX,Texas,CAMERON,Santa Rosa
53172,Sebastian,TX,Texas,WILLACY,Sebastian
53173,Sullivan City,TX,Texas,HIDALGO,Sullivan City
53174,Weslaco,TX,Texas,HIDALGO,Ramona
53175,Weslaco,TX,Texas,HIDALGO,Progreso Lakes
53176,Weslaco,TX,Texas,HIDALGO,Weslaco
53177,Weslaco,TX,Texas,HIDALGO,Progreso Lks
53178,South Padre Island,TX,Texas,CAMERON,S Padre Isl E
53179,South Padre Island,TX,Texas,CAMERON,S Padre Isle
53180,South Padre Island,TX,Texas,CAMERON,South Padre Island
53181,Port Mansfield,TX,Texas,WILLACY,Prt Mansfield
53182,Port Mansfield,TX,Texas,WILLACY,Port Mansfield
53183,Port Mansfield,TX,Texas,WILLACY,Raymondville
53184,Bastrop,TX,Texas,BASTROP,Calvin
53185,Bastrop,TX,Texas,BASTROP,Clearview
53186,Bastrop,TX,Texas,BASTROP,Hill
53187,Bastrop,TX,Texas,BASTROP,Bastrop
53188,Belmont,TX,Texas,GONZALES,Belmont
53189,Bertram,TX,Texas,BURNET,Mahomet
53190,Bertram,TX,Texas,BURNET,Joppa
53191,Bertram,TX,Texas,BURNET,Tamega
53192,Bertram,TX,Texas,BURNET,Oatmeal
53193,Bertram,TX,Texas,BURNET,Bertram
53194,Blanco,TX,Texas,BLANCO,Blanco
53195,Bluffton,TX,Texas,LLANO,Bluffton
53196,Briggs,TX,Texas,BURNET,Briggs
53197,Briggs,TX,Texas,BURNET,Oakalla
53198,Buchanan Dam,TX,Texas,LLANO,Buchanan Dam
53199,Buchanan Dam,TX,Texas,LLANO,Inks Lake Village
53200,Buda,TX,Texas,HAYS,Creedmoor
53201,Buda,TX,Texas,HAYS,Hays
53202,Buda,TX,Texas,HAYS,Mustang Ridge
53203,Buda,TX,Texas,HAYS,Buda
53204,Buda,TX,Texas,HAYS,Mountain City
53205,Burnet,TX,Texas,BURNET,Burnet
53206,Cedar Creek,TX,Texas,BASTROP,Lost Pines
53207,Cedar Creek,TX,Texas,BASTROP,Cedar Creek
53208,Cedar Park,TX,Texas,WILLIAMSON,Cedar Park
53209,Cost,TX,Texas,GONZALES,Bebe
53210,Cost,TX,Texas,GONZALES,Monthalia
53211,Cost,TX,Texas,GONZALES,Cost
53212,Coupland,TX,Texas,WILLIAMSON,Beyersville
53213,Coupland,TX,Texas,WILLIAMSON,Coupland
53214,Dale,TX,Texas,CALDWELL,Mcmahan
53215,Dale,TX,Texas,CALDWELL,Tilmon
53216,Dale,TX,Texas,CALDWELL,Lytton Springs
53217,Dale,TX,Texas,CALDWELL,Dale
53218,Del Valle,TX,Texas,TRAVIS,Del Valle
53219,Del Valle,TX,Texas,TRAVIS,Elroy
53220,Del Valle,TX,Texas,TRAVIS,Garfield
53221,Doss,TX,Texas,GILLESPIE,Doss
53222,Driftwood,TX,Texas,HAYS,Driftwood
53223,Dripping Springs,TX,Texas,HAYS,Dripping Springs
53224,Dripping Springs,TX,Texas,HAYS,Dripping Spgs
53225,Dripping Springs,TX,Texas,HAYS,Henly
53226,Dripping Springs,TX,Texas,HAYS,Mount Sharp
53227,Elgin,TX,Texas,BASTROP,Type
53228,Elgin,TX,Texas,BASTROP,Littig
53229,Elgin,TX,Texas,BASTROP,Webberville
53230,Elgin,TX,Texas,BASTROP,Lund
53231,Elgin,TX,Texas,BASTROP,Structure
53232,Elgin,TX,Texas,BASTROP,Elgin
53233,Elgin,TX,Texas,BASTROP,Beaukiss
53234,Fentress,TX,Texas,CALDWELL,Fentress
53235,Fischer,TX,Texas,COMAL,Fischer
53236,Fredericksburg,TX,Texas,GILLESPIE,Fredericksbrg
53237,Fredericksburg,TX,Texas,GILLESPIE,Tivydale
53238,Fredericksburg,TX,Texas,GILLESPIE,Luckenback
53239,Fredericksburg,TX,Texas,GILLESPIE,Morris Ranch
53240,Fredericksburg,TX,Texas,GILLESPIE,Spring Creek
53241,Fredericksburg,TX,Texas,GILLESPIE,Bankersmith
53242,Fredericksburg,TX,Texas,GILLESPIE,Fredericksbg
53243,Fredericksburg,TX,Texas,GILLESPIE,Fredericksburg
53244,Fredericksburg,TX,Texas,GILLESPIE,Blumenthal
53245,Fredericksburg,TX,Texas,GILLESPIE,Cherry Spring
53246,Fredericksburg,TX,Texas,GILLESPIE,Gold
53247,Georgetown,TX,Texas,WILLIAMSON,Jonah
53248,Georgetown,TX,Texas,WILLIAMSON,Georgetown
53249,Georgetown,TX,Texas,WILLIAMSON,Andice
53250,Georgetown,TX,Texas,WILLIAMSON,Sun City
53251,Gonzales,TX,Texas,GONZALES,Gonzales
53252,Gonzales,TX,Texas,GONZALES,Hamon
53253,Gonzales,TX,Texas,GONZALES,Maurin
53254,Gonzales,TX,Texas,GONZALES,Oak Forest
53255,Gonzales,TX,Texas,GONZALES,Summerville
53256,Gonzales,TX,Texas,GONZALES,Nickel
53257,Gonzales,TX,Texas,GONZALES,Dilworth
53258,Harper,TX,Texas,GILLESPIE,Knoxville
53259,Harper,TX,Texas,GILLESPIE,Harper
53260,Harper,TX,Texas,GILLESPIE,Noxville
53261,Harwood,TX,Texas,GONZALES,Harwood
53262,Harwood,TX,Texas,GONZALES,Saturn
53263,Harwood,TX,Texas,GONZALES,Sandy Fork
53264,Hutto,TX,Texas,WILLIAMSON,Hutto
53265,Hutto,TX,Texas,WILLIAMSON,Monadale
53266,Hye,TX,Texas,BLANCO,Hye
53267,Johnson City,TX,Texas,BLANCO,Cypress Mill
53268,Johnson City,TX,Texas,BLANCO,Johnson City
53269,Kingsbury,TX,Texas,GUADALUPE,Kingsbury
53270,Kingsland,TX,Texas,LLANO,Lakeside Heights
53271,Kingsland,TX,Texas,LLANO,Granite Shoals Lake Shores
53272,Kingsland,TX,Texas,LLANO,Kingsland
53273,Kyle,TX,Texas,HAYS,Niederwald
53274,Kyle,TX,Texas,HAYS,Kyle
53275,Kyle,TX,Texas,HAYS,Uhland
53276,Leander,TX,Texas,WILLIAMSON,Leander
53277,Leander,TX,Texas,WILLIAMSON,Volente
53278,Leander,TX,Texas,WILLIAMSON,Whitestone
53279,Liberty Hill,TX,Texas,WILLIAMSON,Liberty Hill
53280,Llano,TX,Texas,LLANO,Llano
53281,Llano,TX,Texas,LLANO,Sunrise Beach
53282,Lockhart,TX,Texas,CALDWELL,Mendoza
53283,Lockhart,TX,Texas,CALDWELL,Seawillow
53284,Lockhart,TX,Texas,CALDWELL,Lockhart
53285,Leander,TX,Texas,TRAVIS,Jonestown
53286,Leander,TX,Texas,TRAVIS,Lago Vista
53287,Leander,TX,Texas,TRAVIS,Leander
53288,Leander,TX,Texas,TRAVIS,Point Venture
53289,Luling,TX,Texas,CALDWELL,Luling
53290,Luling,TX,Texas,CALDWELL,Joliet
53291,Luling,TX,Texas,CALDWELL,Stairtown
53292,Mc Dade,TX,Texas,BASTROP,Mcdade
53293,Mc Dade,TX,Texas,BASTROP,Mc Dade
53294,Mc Neil,TX,Texas,TRAVIS,Mc Neil
53295,Mc Neil,TX,Texas,TRAVIS,Mcneil
53296,Manchaca,TX,Texas,TRAVIS,Manchaca
53297,Manor,TX,Texas,TRAVIS,Kimbro
53298,Manor,TX,Texas,TRAVIS,Manda
53299,Manor,TX,Texas,TRAVIS,Webberville
53300,Manor,TX,Texas,TRAVIS,Cele
53301,Manor,TX,Texas,TRAVIS,New Sweden
53302,Manor,TX,Texas,TRAVIS,Gregg
53303,Manor,TX,Texas,TRAVIS,Manor
53304,Manor,TX,Texas,TRAVIS,Daffan
53305,Marble Falls,TX,Texas,BURNET,Granite Shls
53306,Marble Falls,TX,Texas,BURNET,Highland Havn
53307,Marble Falls,TX,Texas,BURNET,Marble Falls
53308,Marble Falls,TX,Texas,BURNET,Meadowlakes
53309,Marble Falls,TX,Texas,BURNET,Highland Haven
53310,Martindale,TX,Texas,CALDWELL,Martindale
53311,Maxwell,TX,Texas,CALDWELL,Reedville
53312,Maxwell,TX,Texas,CALDWELL,Maxwell
53313,Horseshoe Bay,TX,Texas,LLANO,Marble Falls
53314,Horseshoe Bay,TX,Texas,LLANO,Cottonwood Shores
53315,Horseshoe Bay,TX,Texas,LLANO,Horseshoe Bay
53316,Horseshoe Bay,TX,Texas,LLANO,Cottonwd Shrs
53317,Ottine,TX,Texas,GONZALES,Ottine
53318,Paige,TX,Texas,BASTROP,Manheim
53319,Paige,TX,Texas,BASTROP,Paige
53320,Paige,TX,Texas,BASTROP,Hills
53321,Pflugerville,TX,Texas,TRAVIS,Pflugerville
53322,Prairie Lea,TX,Texas,CALDWELL,Prairie Lea
53323,Red Rock,TX,Texas,BASTROP,Red Rock
53324,Round Mountain,TX,Texas,BLANCO,Cypress Mill
53325,Round Mountain,TX,Texas,BLANCO,Round Mountain
53326,Round Mountain,TX,Texas,BLANCO,Round Mtn
53327,Round Rock,TX,Texas,WILLIAMSON,Old Round Rock
53328,Round Rock,TX,Texas,WILLIAMSON,Three Point
53329,Round Rock,TX,Texas,WILLIAMSON,Round Rock
53330,San Marcos,TX,Texas,HAYS,San Marcos
53331,Spicewood,TX,Texas,TRAVIS,Briarcliff
53332,Spicewood,TX,Texas,TRAVIS,Spicewood
53333,Staples,TX,Texas,GUADALUPE,Staples
53334,Stonewall,TX,Texas,GILLESPIE,Albert
53335,Stonewall,TX,Texas,GILLESPIE,Stonewall
53336,Tow,TX,Texas,LLANO,Tow
53337,Walburg,TX,Texas,WILLIAMSON,Walburg
53338,Weir,TX,Texas,WILLIAMSON,Weir
53339,Willow City,TX,Texas,GILLESPIE,Willow City
53340,Wimberley,TX,Texas,HAYS,Wimberley
53341,Wimberley,TX,Texas,HAYS,Woodcreek
53342,Wimberley,TX,Texas,HAYS,Pioneer Town
53343,Wrightsboro,TX,Texas,GONZALES,Wrightsboro
53344,Round Rock,TX,Texas,WILLIAMSON,Dell Computers
53345,Austin,TX,Texas,TRAVIS,Tarrytown
53346,Austin,TX,Texas,TRAVIS,Travis Heights
53347,UT,TX,Texas,TRAVIS,Ut
53348,Austin,TX,Texas,TRAVIS,The University Of Texas
53349,Austin,TX,Texas,TRAVIS,University Of Texas
53350,Austin,TX,Texas,WILLIAMSON,Austin
53351,Austin,TX,Texas,WILLIAMSON,Brushy Creek
53352,Austin,TX,Texas,TRAVIS,Moores Crossing
53353,Austin,TX,Texas,TRAVIS,Hornsby Bend
53354,Austin,TX,Texas,WILLIAMSON,Jollyville
53355,Austin,TX,Texas,TRAVIS,Camp Mabry
53356,Austin,TX,Texas,TRAVIS,Four Points
53357,Austin,TX,Texas,TRAVIS,Marshall Ford
53358,Austin,TX,Texas,TRAVIS,Bee Caves
53359,Austin,TX,Texas,TRAVIS,Bee Cave
53360,Austin,TX,Texas,TRAVIS,Lakeway
53361,Austin,TX,Texas,TRAVIS,Hudson Bend
53362,Austin,TX,Texas,TRAVIS,Oak Hill
53363,Austin,TX,Texas,TRAVIS,Sunset Valley
53364,Austin,TX,Texas,TRAVIS,Circleville
53365,Austin,TX,Texas,HAYS,Austin
53366,Austin,TX,Texas,TRAVIS,The Hills
53367,Austin,TX,Texas,TRAVIS,Vlg O The Hls
53368,Austin,TX,Texas,TRAVIS,Village Of The Hills
53369,Austin,TX,Texas,TRAVIS,Montopolis
53370,Austin,TX,Texas,TRAVIS,Bluff Springs
53371,Austin,TX,Texas,TRAVIS,Pilot Knob
53372,Austin,TX,Texas,TRAVIS,Colton
53373,Austin,TX,Texas,TRAVIS,Rollingwood
53374,Austin,TX,Texas,TRAVIS,West Lake Hills
53375,Austin,TX,Texas,TRAVIS,West Lake Hls
53376,Austin,TX,Texas,TRAVIS,San Leanna
53377,Austin,TX,Texas,TRAVIS,Dessau
53378,Austin,TX,Texas,TRAVIS,Sprinkle
53379,Austin,TX,Texas,TRAVIS,Dell Computers
53380,Austin,TX,Texas,TRAVIS,Balcones
53381,Austin,TX,Texas,TRAVIS,Veterans Administration
53382,Austin,TX,Texas,TRAVIS,Dept Of Public Safety
53383,Austin,TX,Texas,TRAVIS,State Comptroller
53384,Austin,TX,Texas,TRAVIS,Tx Workforce Commission
53385,Austin,TX,Texas,TRAVIS,Tx Dept Of Motor Vehicles
53386,Austin,TX,Texas,TRAVIS,Jp Morgan Chase
53387,Austin,TX,Texas,TRAVIS,Ncnb Nations Bank
53388,Austin,TX,Texas,TRAVIS,City Water And Light Dept
53389,Austin,TX,Texas,TRAVIS,Southern Union Gas Company
53390,Austin,TX,Texas,TRAVIS,Capital Natl Tx Commrc Bank
53391,RMX,TX,Texas,TRAVIS,Rmx
53392,Uvalde,TX,Texas,UVALDE,Uvalde
53393,Asherton,TX,Texas,DIMMIT,Asherton
53394,Barksdale,TX,Texas,EDWARDS,Barksdale
53395,Barksdale,TX,Texas,EDWARDS,Vance
53396,Batesville,TX,Texas,ZAVALA,Batesville
53397,Big Wells,TX,Texas,DIMMIT,Big Wells
53398,Brackettville,TX,Texas,KINNEY,Brackettville
53399,Camp Wood,TX,Texas,REAL,Camp Wood
53400,Carrizo Springs,TX,Texas,DIMMIT,Brundage
53401,Carrizo Springs,TX,Texas,DIMMIT,Carrizo Spgs
53402,Carrizo Springs,TX,Texas,DIMMIT,Carrizo Springs
53403,Catarina,TX,Texas,DIMMIT,Catarina
53404,Comstock,TX,Texas,VAL VERDE,Comstock
53405,Concan,TX,Texas,UVALDE,Concan
53406,Crystal City,TX,Texas,ZAVALA,Crystal City
53407,Del Rio,TX,Texas,VAL VERDE,Laughlin AFB
53408,Del Rio,TX,Texas,VAL VERDE,Del Rio
53409,Laughlin AFB,TX,Texas,VAL VERDE,Del Rio
53410,Laughlin AFB,TX,Texas,VAL VERDE,Laughlin AFB
53411,Del Rio,TX,Texas,VAL VERDE,Carolina Redemption Services
53412,D Hanis,TX,Texas,MEDINA,D Hanis
53413,Dryden,TX,Texas,TERRELL,Dryden
53414,Eagle Pass,TX,Texas,MAVERICK,Eagle Pass
53415,El Indio,TX,Texas,MAVERICK,El Indio
53416,Hondo,TX,Texas,MEDINA,Dunlay
53417,Hondo,TX,Texas,MEDINA,Hondo
53418,Knippa,TX,Texas,UVALDE,Knippa
53419,Langtry,TX,Texas,VAL VERDE,Langtry
53420,La Pryor,TX,Texas,ZAVALA,La Pryor
53421,Leakey,TX,Texas,REAL,Leakey
53422,Quemado,TX,Texas,MAVERICK,Spofford
53423,Quemado,TX,Texas,MAVERICK,Quemado
53424,Rio Frio,TX,Texas,REAL,Rio Frio
53425,Rocksprings,TX,Texas,EDWARDS,Rocksprings
53426,Sabinal,TX,Texas,UVALDE,Sabinal
53427,Tarpley,TX,Texas,BANDERA,Tarpley
53428,Utopia,TX,Texas,UVALDE,Utopia
53429,Vanderpool,TX,Texas,BANDERA,Vanderpool
53430,Yancey,TX,Texas,MEDINA,Yancey
53431,Bleiblerville,TX,Texas,AUSTIN,Bleiblerville
53432,Carmine,TX,Texas,FAYETTE,Carmine
53433,Cat Spring,TX,Texas,AUSTIN,Cat Spring
53434,Columbus,TX,Texas,COLORADO,Columbus
53435,Columbus,TX,Texas,COLORADO,Hillcrest
53436,Alleyton,TX,Texas,COLORADO,Alleyton
