,city,st_short,st_long,county,city_alias
0,Holtsville,NY,New York,SUFFOLK,Internal Revenue Service
1,Holtsville,NY,New York,SUFFOLK,Holtsville
2,Adjuntas,PR,Puerto Rico,ADJUNTAS,URB San Joaquin
3,Adjuntas,PR,Puerto Rico,ADJUNTAS,Jard De Adjuntas
4,Adjuntas,PR,Puerto Rico,ADJUNTAS,Colinas Del Gigante
5,Adjuntas,PR,Puerto Rico,ADJUNTAS,Adjuntas
6,Aguada,PR,Puerto Rico,AGUADA,Comunidad Las Flores
7,Aguada,PR,Puerto Rico,AGUADA,URB Isabel La Catolica
8,Aguada,PR,Puerto Rico,AGUADA,Alts De Aguada
9,Aguada,PR,Puerto Rico,AGUADA,Bo Guaniquilla
10,Aguada,PR,Puerto Rico,AGUADA,Aguada
11,Aguada,PR,Puerto Rico,AGUADA,Ext Los Robles
12,Aguadilla,PR,Puerto Rico,AGUADILLA,Ramey
13,Aguadilla,PR,Puerto Rico,AGUADILLA,Aguadilla
14,Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Lopez
15,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Maleza Gdns
16,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Victoria
17,Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Tres Palmas
18,Aguadilla,PR,Puerto Rico,AGUADILLA,Sect Las Villas
19,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Garcia
20,Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Linda
21,Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Universitaria
22,Aguadilla,PR,Puerto Rico,AGUADILLA,Bo Ceiba Baja
23,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Borinquen
24,Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Alegria
25,Aguadilla,PR,Puerto Rico,AGUADILLA,Vista Alegre
26,Aguadilla,PR,Puerto Rico,AGUADILLA,URB San Carlos
27,Aguadilla,PR,Puerto Rico,AGUADILLA,Bda Caban
28,Aguadilla,PR,Puerto Rico,AGUADILLA,Ext El Prado
29,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Esteves
30,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Ramey
31,Aguadilla,PR,Puerto Rico,AGUADILLA,Villas De Almeria
32,Aguadilla,PR,Puerto Rico,AGUADILLA,Bda Esteves
33,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Las Americas
34,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Las Casitas Country Club
35,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Santa Marta
36,Aguadilla,PR,Puerto Rico,AGUADILLA,Ext Marbella
37,Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Juan Aguiar
38,Aguadilla,PR,Puerto Rico,AGUADILLA,Villa Lydia
39,Aguadilla,PR,Puerto Rico,AGUADILLA,Bo Borinquen
40,Aguadilla,PR,Puerto Rico,AGUADILLA,Repto Jimenez
41,Aguadilla,PR,Puerto Rico,AGUADILLA,URB El Prado
42,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Marbella
43,Aguadilla,PR,Puerto Rico,AGUADILLA,URB Rubianes
44,Aguadilla,PR,Puerto Rico,AGUADILLA,Vista Verde
45,Maricao,PR,Puerto Rico,MARICAO,Maricao
46,Maricao,PR,Puerto Rico,MARICAO,URB San Juan Bautista
47,Anasco,PR,Puerto Rico,ANASCO,Anasco
48,Anasco,PR,Puerto Rico,ANASCO,Jard De Anasco
49,Anasco,PR,Puerto Rico,ANASCO,Repto Daguey
50,Anasco,PR,Puerto Rico,ANASCO,URB San Antonio
51,Anasco,PR,Puerto Rico,ANASCO,Brisas De Anasco
52,Anasco,PR,Puerto Rico,ANASCO,Paseo Del Valle
53,Anasco,PR,Puerto Rico,ANASCO,Est De Valle Verde
54,Angeles,PR,Puerto Rico,UTUADO,Angeles
55,Arecibo,PR,Puerto Rico,ARECIBO,Comunidad Buenos Aires
56,Arecibo,PR,Puerto Rico,ARECIBO,Ext Tanama
57,Arecibo,PR,Puerto Rico,ARECIBO,Jard De San Rafael
58,Arecibo,PR,Puerto Rico,ARECIBO,URB College Park Iv
59,Arecibo,PR,Puerto Rico,ARECIBO,URB Los Pinos
60,Arecibo,PR,Puerto Rico,ARECIBO,Villa Lucia
61,Arecibo,PR,Puerto Rico,ARECIBO,Vista Del Atlantico
62,Arecibo,PR,Puerto Rico,ARECIBO,Bo El Pasaje
63,Arecibo,PR,Puerto Rico,ARECIBO,Hacienda Toledo
64,Arecibo,PR,Puerto Rico,ARECIBO,Jard De Arecibo
65,Arecibo,PR,Puerto Rico,ARECIBO,Parc Mattey
66,Arecibo,PR,Puerto Rico,ARECIBO,Parq De Jardines
67,Arecibo,PR,Puerto Rico,ARECIBO,URB Arecibo Gdns
68,Arecibo,PR,Puerto Rico,ARECIBO,URB Costas Del Atlantico
69,Arecibo,PR,Puerto Rico,ARECIBO,URB Los Llanos
70,Arecibo,PR,Puerto Rico,ARECIBO,URB Martell
71,Arecibo,PR,Puerto Rico,ARECIBO,URB Regional
72,Arecibo,PR,Puerto Rico,ARECIBO,Villa Serena
73,Arecibo,PR,Puerto Rico,ARECIBO,Vista Azul
74,Arecibo,PR,Puerto Rico,ARECIBO,Bda Duhamel
75,Arecibo,PR,Puerto Rico,ARECIBO,Ext Villa Los Santos I
76,Arecibo,PR,Puerto Rico,ARECIBO,Parc Navas
77,Arecibo,PR,Puerto Rico,ARECIBO,Paseos Reales
78,Arecibo,PR,Puerto Rico,ARECIBO,URB San Daniel
79,Arecibo,PR,Puerto Rico,ARECIBO,Villa Los Santos
80,Arecibo,PR,Puerto Rico,ARECIBO,Villas Del Capitan
81,Arecibo,PR,Puerto Rico,ARECIBO,Villas Del Sol
82,Arecibo,PR,Puerto Rico,ARECIBO,URB Factor
83,Arecibo,PR,Puerto Rico,ARECIBO,URB Garcia
84,Arecibo,PR,Puerto Rico,ARECIBO,URB La Mucura
85,Arecibo,PR,Puerto Rico,ARECIBO,URB Marisol
86,Arecibo,PR,Puerto Rico,ARECIBO,URB Ocean Vw
87,Arecibo,PR,Puerto Rico,ARECIBO,Parc Perez
88,Arecibo,PR,Puerto Rico,ARECIBO,Repto Marquez
89,Arecibo,PR,Puerto Rico,ARECIBO,Sect Las Animas
90,Arecibo,PR,Puerto Rico,ARECIBO,URB El Paraiso
91,Arecibo,PR,Puerto Rico,ARECIBO,URB Garden View
92,Arecibo,PR,Puerto Rico,ARECIBO,URB Los Pinos Ii
93,Arecibo,PR,Puerto Rico,ARECIBO,URB Victor Rojas 2
94,Arecibo,PR,Puerto Rico,ARECIBO,URB Villamar
95,Arecibo,PR,Puerto Rico,ARECIBO,Villa Toledo
96,Arecibo,PR,Puerto Rico,ARECIBO,Arecibo
97,Arecibo,PR,Puerto Rico,ARECIBO,Bo Islote
98,Arecibo,PR,Puerto Rico,ARECIBO,Bo Jarealitos
99,Arecibo,PR,Puerto Rico,ARECIBO,Ext Marisol
100,Arecibo,PR,Puerto Rico,ARECIBO,Repto San Jose
101,Arecibo,PR,Puerto Rico,ARECIBO,Sect Abra
102,Arecibo,PR,Puerto Rico,ARECIBO,Sect El Cano
103,Arecibo,PR,Puerto Rico,ARECIBO,URB Las Brisas
104,Arecibo,PR,Puerto Rico,ARECIBO,URB Radioville
105,Arecibo,PR,Puerto Rico,ARECIBO,URB University Gdns
106,Arecibo,PR,Puerto Rico,ARECIBO,Valle Escondido
107,Arecibo,PR,Puerto Rico,ARECIBO,Alt De San Felipe
108,Arecibo,PR,Puerto Rico,ARECIBO,Bo Islote Ii
109,Arecibo,PR,Puerto Rico,ARECIBO,Est De Arecibo
110,Arecibo,PR,Puerto Rico,ARECIBO,Est De Balseiro
111,Arecibo,PR,Puerto Rico,ARECIBO,Parc Rodriguez Olmo
112,Arecibo,PR,Puerto Rico,ARECIBO,Repto San Juan
113,Arecibo,PR,Puerto Rico,ARECIBO,URB San Felipe
114,Arecibo,PR,Puerto Rico,ARECIBO,URB Victor Rojas 1
115,Arecibo,PR,Puerto Rico,ARECIBO,URB Zeno Gandia
116,Arecibo,PR,Puerto Rico,ARECIBO,Alt De Juncos
117,Arecibo,PR,Puerto Rico,ARECIBO,Bo Obrero
118,Arecibo,PR,Puerto Rico,ARECIBO,Bo Santana
119,Arecibo,PR,Puerto Rico,ARECIBO,Ext Villa Los Santos Ii
120,Arecibo,PR,Puerto Rico,ARECIBO,Sect Muelle
121,Arecibo,PR,Puerto Rico,ARECIBO,URB San Lorenzo
122,Arecibo,PR,Puerto Rico,ARECIBO,URB Tanama
123,Bajadero,PR,Puerto Rico,ARECIBO,Brisas Del Valle
124,Bajadero,PR,Puerto Rico,ARECIBO,Bajadero
125,Barceloneta,PR,Puerto Rico,BARCELONETA,Brisas De Llanadas
126,Barceloneta,PR,Puerto Rico,BARCELONETA,Brisas Del Monte
127,Barceloneta,PR,Puerto Rico,BARCELONETA,Ext Parc Punta Palmas
128,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Palenque
129,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Cimarrona Ct
130,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Ortega
131,Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Central
132,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Garrochales
133,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Tiburon
134,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Las Praderas
135,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Plazuela Estates
136,Barceloneta,PR,Puerto Rico,BARCELONETA,Bda Catalana
137,Barceloneta,PR,Puerto Rico,BARCELONETA,Est De Barceloneta
138,Barceloneta,PR,Puerto Rico,BARCELONETA,Est De Florida
139,Barceloneta,PR,Puerto Rico,BARCELONETA,Ext Est De Imbery
140,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Punta Palmas
141,Barceloneta,PR,Puerto Rico,BARCELONETA,Repto Las Llanadas
142,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Sol Naciente
143,Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Georgetti
144,Barceloneta,PR,Puerto Rico,BARCELONETA,Barceloneta
145,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Imbery
146,Barceloneta,PR,Puerto Rico,BARCELONETA,Parc Magueyes
147,Barceloneta,PR,Puerto Rico,BARCELONETA,Villa Barcelona
148,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Cataluna
149,Barceloneta,PR,Puerto Rico,BARCELONETA,URB Las Delicias
150,Barceloneta,PR,Puerto Rico,BARCELONETA,Villas De La Sabana
151,Boqueron,PR,Puerto Rico,CABO ROJO,Villa Taina
152,Boqueron,PR,Puerto Rico,CABO ROJO,Boqueron
153,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Alts De Joyuda
154,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Alts Del Mar
155,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Bo Ballaja
156,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Bo Monte Grande
157,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext La Concepcion
158,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Jard Del Puerto
159,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Betances
160,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Kofresi
161,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Ramirez
162,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Mansiones
163,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Las Margaritas
164,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Repto Oliveras
165,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Alta Vista
166,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Del Carmen
167,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Belvedere
168,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Qtas De Cabo Rojo
169,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB La Concepcion
170,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Monte Grande
171,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Est De Miramar
172,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Cabo Rojo
173,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Mans De Cabo Rojo
174,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB El Retiro
175,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Elizabeth
176,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Cabo Rojo
177,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Est Reales
178,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Sierra Linda
179,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Haciendas De Miramar
180,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Elizabeth
181,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Las 35
182,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Parc Puerto Real
183,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Las Vistas
184,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Montesol
185,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Paseos De Plan Bonito
186,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Remanso De Cabo Rojo
187,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB San Miguel
188,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Elizabeth
189,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Repto Miradero
190,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Aida
191,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villa Luisa
192,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Villas De Plan Bonito
193,Cabo Rojo,PR,Puerto Rico,CABO ROJO,Ext Parc Elizabeth
194,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Ana Maria
195,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Borinquen
196,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Monte Rio
197,Cabo Rojo,PR,Puerto Rico,CABO ROJO,URB Sierra Linda
198,Penuelas,PR,Puerto Rico,PENUELAS,Jard De Penuelas
199,Penuelas,PR,Puerto Rico,PENUELAS,Alt De Penuelas Ii
200,Penuelas,PR,Puerto Rico,PENUELAS,Alts De Penuelas
201,Penuelas,PR,Puerto Rico,PENUELAS,Brisas De Guayanes
202,Penuelas,PR,Puerto Rico,PENUELAS,URB Rio Sol
203,Penuelas,PR,Puerto Rico,PENUELAS,Vista Bahia
204,Penuelas,PR,Puerto Rico,PENUELAS,URB Monte Verde
205,Penuelas,PR,Puerto Rico,PENUELAS,URB Llanos De Sabana Palma
206,Penuelas,PR,Puerto Rico,PENUELAS,URB Penuelas Valley
207,Penuelas,PR,Puerto Rico,PENUELAS,Penuelas
208,Penuelas,PR,Puerto Rico,PENUELAS,Ext Alts De Penuelas Ii
209,Penuelas,PR,Puerto Rico,PENUELAS,Repto Kennedy
210,Penuelas,PR,Puerto Rico,PENUELAS,Sect Mal Paso
211,Penuelas,PR,Puerto Rico,PENUELAS,URB Guayanes
212,Penuelas,PR,Puerto Rico,PENUELAS,URB Riverside
213,Penuelas,PR,Puerto Rico,PENUELAS,Villa Esmeralda
214,Penuelas,PR,Puerto Rico,PENUELAS,Colinas De Penuelas
215,Penuelas,PR,Puerto Rico,PENUELAS,URB El Madrigal
216,Penuelas,PR,Puerto Rico,PENUELAS,URB Sagrado Corazon
217,Camuy,PR,Puerto Rico,CAMUY,Sect Pena
218,Camuy,PR,Puerto Rico,CAMUY,Vistas De Camuy
219,Camuy,PR,Puerto Rico,CAMUY,Alts El Maestro
220,Camuy,PR,Puerto Rico,CAMUY,URB Linda Vista
221,Camuy,PR,Puerto Rico,CAMUY,Camuy
222,Camuy,PR,Puerto Rico,CAMUY,URB Del Carmen
223,Camuy,PR,Puerto Rico,CAMUY,URB Las Veredas
224,Castaner,PR,Puerto Rico,LARES,Adjuntas
225,Castaner,PR,Puerto Rico,LARES,Castaner
226,Rosario,PR,Puerto Rico,SAN GERMAN,Rosario
227,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Ext San Jose 2
228,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Parc Maginas
229,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Elena
230,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Vistas De Sabana Grande
231,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Alts De San Jose
232,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB La Milagrosa
233,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Sabana Grande
234,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB El Arrendado
235,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB San Miguel
236,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Maria
237,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Bda San Isidro
238,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Est Del Rio
239,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,Parc Susua
240,Sabana Grande,PR,Puerto Rico,SABANA GRANDE,URB Santa Ana
241,Ciales,PR,Puerto Rico,CIALES,URB Los Llanos
242,Ciales,PR,Puerto Rico,CIALES,URB Monte Rey
243,Ciales,PR,Puerto Rico,CIALES,Qtas De Ciales
244,Ciales,PR,Puerto Rico,CIALES,Ciales
245,Ciales,PR,Puerto Rico,CIALES,URB Dos Rios
246,Utuado,PR,Puerto Rico,UTUADO,Jard De Bubao
247,Utuado,PR,Puerto Rico,UTUADO,URB San Martin
248,Utuado,PR,Puerto Rico,UTUADO,Alts De Utuado
249,Utuado,PR,Puerto Rico,UTUADO,Sect Vendrell
250,Utuado,PR,Puerto Rico,UTUADO,URB Cabrera
251,Utuado,PR,Puerto Rico,UTUADO,Ext San Martin
252,Utuado,PR,Puerto Rico,UTUADO,Bda Nueva
253,Utuado,PR,Puerto Rico,UTUADO,URB Perez Matos
254,Utuado,PR,Puerto Rico,UTUADO,Utuado
255,Utuado,PR,Puerto Rico,UTUADO,Sect Cercadillo
256,Utuado,PR,Puerto Rico,UTUADO,URB Jesus M Lago
257,Utuado,PR,Puerto Rico,UTUADO,Sect Bella Vista
258,Dorado,PR,Puerto Rico,DORADO,Jard Dorado
259,Dorado,PR,Puerto Rico,DORADO,Parc San Antonio
260,Dorado,PR,Puerto Rico,DORADO,Paseo Real
261,Dorado,PR,Puerto Rico,DORADO,URB Dorado Country Ests
262,Dorado,PR,Puerto Rico,DORADO,URB Los Prados Norte
263,Dorado,PR,Puerto Rico,DORADO,Valle Dorado
264,Dorado,PR,Puerto Rico,DORADO,Bo Saldinera
265,Dorado,PR,Puerto Rico,DORADO,URB Dorado Reef
266,Dorado,PR,Puerto Rico,DORADO,URB Palmar Dorado Norte
267,Dorado,PR,Puerto Rico,DORADO,URB The Clusters
268,Dorado,PR,Puerto Rico,DORADO,Bo Arenal
269,Dorado,PR,Puerto Rico,DORADO,Chalets De Dorado
270,Dorado,PR,Puerto Rico,DORADO,Jard De Dorado
271,Dorado,PR,Puerto Rico,DORADO,Parc El Cotto
272,Dorado,PR,Puerto Rico,DORADO,Paseo Las Olas
273,Dorado,PR,Puerto Rico,DORADO,Qtas De Dorado
274,Dorado,PR,Puerto Rico,DORADO,URB Doraville
275,Dorado,PR,Puerto Rico,DORADO,URB Montereal
276,Dorado,PR,Puerto Rico,DORADO,Villa Plata
277,Dorado,PR,Puerto Rico,DORADO,Villa Santa
278,Dorado,PR,Puerto Rico,DORADO,Dorado
279,Dorado,PR,Puerto Rico,DORADO,Paseo Del Mar
280,Dorado,PR,Puerto Rico,DORADO,Paseo Los Corales Ii
281,Dorado,PR,Puerto Rico,DORADO,Sect La Aldea
282,Dorado,PR,Puerto Rico,DORADO,URB Gables Breeze
283,Dorado,PR,Puerto Rico,DORADO,URB Miraflores
284,Dorado,PR,Puerto Rico,DORADO,URB Sabanera Dorado
285,Dorado,PR,Puerto Rico,DORADO,Villa Santa Ii
286,Dorado,PR,Puerto Rico,DORADO,Hacienda Mi Querido Viejo
287,Dorado,PR,Puerto Rico,DORADO,Parc Mameyal
288,Dorado,PR,Puerto Rico,DORADO,Paseo Del Sol
289,Dorado,PR,Puerto Rico,DORADO,Paseo Las Palmas
290,Dorado,PR,Puerto Rico,DORADO,Paseo Los Corales
291,Dorado,PR,Puerto Rico,DORADO,URB Costa De Oro
292,Dorado,PR,Puerto Rico,DORADO,URB Monte Mayor
293,Dorado,PR,Puerto Rico,DORADO,URB Montelindo
294,Dorado,PR,Puerto Rico,DORADO,URB Los Prados Sur
295,Dorado,PR,Puerto Rico,DORADO,URB Martorell
296,Dorado,PR,Puerto Rico,DORADO,URB Monte Elena
297,Dorado,PR,Puerto Rico,DORADO,URB Paisajes De Dorado
298,Dorado,PR,Puerto Rico,DORADO,Comunidad Arenales Ii
299,Dorado,PR,Puerto Rico,DORADO,URB Golden Hls
300,Dorado,PR,Puerto Rico,DORADO,URB The Estates
301,Dorado,PR,Puerto Rico,DORADO,Bosque Dorado
302,Dorado,PR,Puerto Rico,DORADO,Brighton Country Club
303,Dorado,PR,Puerto Rico,DORADO,Comunidad Arenales
304,Dorado,PR,Puerto Rico,DORADO,URB Dorado Del Mar
305,Dorado,PR,Puerto Rico,DORADO,URB Los Montes
306,Dorado,PR,Puerto Rico,DORADO,URB Monte Bello
307,Dorado,PR,Puerto Rico,DORADO,URB Monte Verde
308,Dorado,PR,Puerto Rico,DORADO,URB Santa Barbara
309,Ensenada,PR,Puerto Rico,GUANICA,URB Baco
310,Ensenada,PR,Puerto Rico,GUANICA,Ensenada
311,Florida,PR,Puerto Rico,FLORIDA,Florida
312,Florida,PR,Puerto Rico,FLORIDA,Repto Seoane
313,Florida,PR,Puerto Rico,FLORIDA,Alt De Florida
314,Florida,PR,Puerto Rico,FLORIDA,Est De Arroyo
315,Florida,PR,Puerto Rico,FLORIDA,URB Las Flores
316,Florida,PR,Puerto Rico,FLORIDA,URB Vegas De Florida
317,Florida,PR,Puerto Rico,FLORIDA,URB Altos De Florida
318,Garrochales,PR,Puerto Rico,ARECIBO,Hacienda De Garrochales
319,Garrochales,PR,Puerto Rico,ARECIBO,URB Los Jardines
320,Garrochales,PR,Puerto Rico,ARECIBO,Garrochales
321,Guanica,PR,Puerto Rico,GUANICA,Guanica
322,Guanica,PR,Puerto Rico,GUANICA,Bo La Luna
323,Guanica,PR,Puerto Rico,GUANICA,URB Bahia
324,Guanica,PR,Puerto Rico,GUANICA,URB Sagrado Corazon
325,Guanica,PR,Puerto Rico,GUANICA,Vista Mar
326,Guanica,PR,Puerto Rico,GUANICA,URB Santa Clara
327,Guanica,PR,Puerto Rico,GUANICA,Bda Esperanza
328,Guayanilla,PR,Puerto Rico,GUAYANILLA,Guayanilla
329,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB La Concepcion
330,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB Santa Elena
331,Guayanilla,PR,Puerto Rico,GUAYANILLA,Bda Guaydia
332,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB Stella
333,Guayanilla,PR,Puerto Rico,GUAYANILLA,Ext Santa Elena 2
334,Guayanilla,PR,Puerto Rico,GUAYANILLA,Villa Del Rio
335,Guayanilla,PR,Puerto Rico,GUAYANILLA,Ext Santa Elena 3
336,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB Monte Claro
337,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB Santa Maria
338,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB Santa Elena 2
339,Guayanilla,PR,Puerto Rico,GUAYANILLA,Bo Los Sitios
340,Guayanilla,PR,Puerto Rico,GUAYANILLA,URB San Augusto
341,Hatillo,PR,Puerto Rico,HATILLO,Parc Santa Rosa
342,Hatillo,PR,Puerto Rico,HATILLO,Colinas De Hatillo
343,Hatillo,PR,Puerto Rico,HATILLO,Ext Villa Del Carmen
344,Hatillo,PR,Puerto Rico,HATILLO,Sect Aviles
345,Hatillo,PR,Puerto Rico,HATILLO,URB Costa Norte
346,Hatillo,PR,Puerto Rico,HATILLO,URB Mar Azul
347,Hatillo,PR,Puerto Rico,HATILLO,Bda Clan
348,Hatillo,PR,Puerto Rico,HATILLO,Est De La Ceiba
349,Hatillo,PR,Puerto Rico,HATILLO,Alt De Hatillo
350,Hatillo,PR,Puerto Rico,HATILLO,Brisas De Hatillo
351,Hatillo,PR,Puerto Rico,HATILLO,Est De Carrizales
352,Hatillo,PR,Puerto Rico,HATILLO,Ext San Ramon
353,Hatillo,PR,Puerto Rico,HATILLO,URB Las Palmas
354,Hatillo,PR,Puerto Rico,HATILLO,Villa Del Carmen
355,Hatillo,PR,Puerto Rico,HATILLO,Hatillo
356,Hatillo,PR,Puerto Rico,HATILLO,URB Corales De Hatillo
357,Hatillo,PR,Puerto Rico,HATILLO,URB Hatillo Del Mar
358,Hatillo,PR,Puerto Rico,HATILLO,Valle Verde
359,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Hacienda La Monserrate
360,Hormigueros,PR,Puerto Rico,HORMIGUEROS,URB Verdun Ii
361,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Parc San Romualdo
362,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Hormigueros
363,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Est Del Rio
364,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Haciendas Constancia
365,Hormigueros,PR,Puerto Rico,HORMIGUEROS,URB Montebello
366,Hormigueros,PR,Puerto Rico,HORMIGUEROS,URB Verdun
367,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Villa Zoraida
368,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Colinas Del Oeste
369,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Valle Hermoso
370,Hormigueros,PR,Puerto Rico,HORMIGUEROS,Bo Lavadero
371,Isabela,PR,Puerto Rico,ISABELA,Isabela
372,Isabela,PR,Puerto Rico,ISABELA,Brisas Del Canal
373,Isabela,PR,Puerto Rico,ISABELA,Comunidad Mantilla
374,Isabela,PR,Puerto Rico,ISABELA,Parc Cotto
375,Isabela,PR,Puerto Rico,ISABELA,Qtas Del Atlantico
376,Isabela,PR,Puerto Rico,ISABELA,Sect Las Uvas
377,Isabela,PR,Puerto Rico,ISABELA,Sect Rotarios
378,Isabela,PR,Puerto Rico,ISABELA,URB Medina
379,Isabela,PR,Puerto Rico,ISABELA,URB Sol Y Mar
380,Isabela,PR,Puerto Rico,ISABELA,Alt Del Mar
381,Isabela,PR,Puerto Rico,ISABELA,Comunidad Capiro
382,Isabela,PR,Puerto Rico,ISABELA,Comunidad Los Pinos
383,Isabela,PR,Puerto Rico,ISABELA,Comunidad Sonuco
384,Isabela,PR,Puerto Rico,ISABELA,Est Velazquez
385,Isabela,PR,Puerto Rico,ISABELA,Repto Duran
386,Isabela,PR,Puerto Rico,ISABELA,Repto San Antonio
387,Isabela,PR,Puerto Rico,ISABELA,Repto Vega Badillo
388,Isabela,PR,Puerto Rico,ISABELA,Repto Yomaira
389,Isabela,PR,Puerto Rico,ISABELA,Sect Cachichuelas
390,Isabela,PR,Puerto Rico,ISABELA,Sect La Pra
391,Isabela,PR,Puerto Rico,ISABELA,Sect Villa Luna
392,Isabela,PR,Puerto Rico,ISABELA,URB Figueroa
393,Isabela,PR,Puerto Rico,ISABELA,Villa Pesquera
394,Isabela,PR,Puerto Rico,ISABELA,Comunidad El Ramal
